(6.8392,31.5177)
(4.6263,17.8221)
(9.5873,37.4720)
(-1.7419,-8.4026)
(6.0128,30.8441)
(-0.3353,-0.3346)
(-1.9536,7.2195)
(2.3669,19.5512)
(-7.6569,-11.2811)
(-3.5963,-12.6583)
(-0.8473,8.2025)
(8.1325,41.8169)
(8.7622,35.7938)
(-7.3093,-9.2429)
(-8.8798,-15.9777)
(-0.0060,0.3796)
(8.8297,38.6959)
(8.7575,41.6207)
(3.4920,10.1822)
(-3.3712,-11.2729)
(-3.0329,-14.8353)
(-4.4387,3.2174)
(-3.2228,-6.8498)
(5.6433,18.8227)
(0.4783,7.1350)
(-5.8061,-4.8077)
(-1.3097,-2.8021)
(7.0360,29.6283)
(-0.2097,-5.2254)
(-0.4420,4.5767)
(8.4363,38.7479)
(-8.5500,9.0814)
(-8.7497,-14.6357)
(2.0637,6.4961)
(2.0767,19.7270)
(1.8275,1.6782)
(-5.6663,4.9781)
(5.0594,23.0689)
(-2.3445,5.1206)
(-2.9563,6.7411)
(-4.8467,-11.7679)
(-3.1951,-1.6647)
(-4.3332,-1.0546)
(9.4083,37.7011)
(8.5611,49.4214)
(-5.1628,-10.0779)
(-3.7296,12.6507)
(-1.1752,-6.6059)
(-3.7990,-5.7683)
(-2.9989,-15.3433)
(-7.6803,-0.3134)
(-5.5831,-11.0337)
(-1.2545,6.4210)
(-3.7980,-7.0383)
(5.2667,20.1426)
(8.4273,32.5119)
(-0.1902,-9.8330)
(-2.7700,1.4825)
(0.5496,1.5037)
(4.2062,13.8649)
(6.8244,26.6936)
(-3.4309,-9.2483)
(-1.2780,-0.1987)
(5.6891,27.3393)
(-1.2011,5.8092)
(-5.3510,-2.4846)
(-1.3397,8.5637)
(0.6267,-1.7040)
(-2.4898,-3.2329)
(2.0299,15.5658)
(-1.5658,9.1896)
(3.7183,16.1167)
(9.8395,47.4793)
(7.9483,50.9012)
(4.9989,20.6516)
(-7.2294,-7.3277)
(0.4902,1.8247)
(-3.4372,0.9872)
(7.7799,35.8357)
(-1.9999,3.8205)
(0.1620,3.4032)
(-2.6178,5.0940)
(9.4807,74.3824)
(5.8605,21.6658)
(-7.1519,5.0944)
(6.4805,30.2964)
(-1.2927,9.4008)
(1.9579,1.7216)
(4.0843,15.3719)
(0.5613,21.3391)
(-2.9231,-7.4408)
(-0.9371,-1.1115)
(6.5741,33.4196)
(-6.3989,-7.5757)
(4.0581,26.1981)
(-9.2111,-16.4937)
(-0.1133,7.0880)
(0.2824,12.7491)
(-9.8721,-14.6399)
(8.4192,44.3471)
(-7.7219,-14.0063)
(4.1967,19.4595)
(-1.7997,3.3072)
(0.2731,14.2892)
(-3.7721,-3.1334)
(-2.3187,-3.3674)
(-4.1325,-5.7730)
(7.5760,41.7007)
(-6.7865,-5.1704)
(5.3736,27.7764)
(8.8496,51.2855)
(-7.4617,-4.1502)
(5.1248,34.2381)
(2.3085,29.7192)
(-3.5472,-7.8851)
(3.5718,22.7497)
(3.8455,27.9841)
(-2.2350,6.9351)
(2.7699,14.7457)
(6.3398,38.9318)
(-8.7038,-0.0459)
(-4.1311,-16.2209)
(-2.1435,7.8506)
(-0.6661,18.7292)
(-4.0542,8.2458)
(-0.1803,20.1381)
(-0.7246,0.2257)
(0.0033,3.0559)
(-2.4058,-8.5911)
(-3.3459,-0.1973)
(2.8652,18.5002)
(6.5919,34.8579)
(-0.7201,4.0533)
(9.4311,49.1237)
(-6.6250,-27.5383)
(-3.0207,-11.3747)
(-5.4996,-5.2426)
(1.1419,1.4237)
(-1.5465,5.9291)
(6.0935,33.3793)
(-0.3114,-9.5813)
(-8.1291,-13.5159)
(-8.3623,-2.9008)
(-8.8361,-0.9069)
(9.3194,42.5179)
(-7.8161,-8.3386)
(-1.6603,-5.1388)
(9.1214,45.1245)
(-8.7403,-14.9058)
(-6.8955,-0.3894)
(-8.6166,0.2738)
(4.1609,20.0727)
(-4.8574,11.5409)
(-0.9103,-1.6849)
(4.9051,23.1290)
(4.5659,23.7245)
(1.2771,13.4951)
(-9.7784,6.9479)
(1.3215,3.0102)
(-4.7432,-11.9683)
(4.7158,15.1205)
(1.9766,17.8156)
(-7.2813,-4.4215)
(3.0187,12.0359)
(-1.6917,-10.3019)
(-2.3364,-4.9471)
(8.4897,39.7038)
(-5.4077,6.7670)
(3.3070,18.4540)
(6.5231,31.8980)
(-6.2987,-5.5918)
(-0.5112,-7.9380)
(-8.2981,-10.1177)
(-0.9511,0.0637)
(5.5955,31.5489)
(5.4561,20.3972)
(3.5210,16.3112)
(2.0029,19.6421)
(-7.0349,-10.7548)
(6.6115,26.7038)
(-1.3589,8.9423)
(-7.6075,-16.5680)
(-3.9228,-11.2151)
(-9.9561,-11.2926)
(-6.5652,-0.7358)
(6.7970,23.9914)
(-4.3513,-0.9651)
(-4.8289,-9.2447)
(-7.5728,-0.2058)
(-5.1241,1.6826)
(1.5140,15.7039)
(8.7256,36.1896)
(6.3856,48.6054)
(2.0182,11.5850)
(-2.9373,-0.9015)
(8.7463,48.3897)
(9.8069,47.4920)
(9.9521,48.2384)
(-4.5384,-4.7938)
(-4.6898,-19.6279)
(-4.7721,-16.8406)
(3.4718,16.2886)
(8.0386,36.8171)
(4.6943,25.2138)
(4.6224,26.5155)
(0.6840,-2.4482)
(-3.9302,-17.4905)
(-6.5336,-22.7321)
(6.4343,29.9439)
(7.9331,38.4184)
(-4.8748,-12.2849)
(-4.3543,0.8120)
(8.5089,30.1351)
(-1.7939,6.3913)
(4.3610,28.8910)
(-8.3544,-13.0617)
(-1.2119,3.4898)
(-4.2771,-10.6529)
(-5.3917,5.6324)
(0.2751,18.4061)
(7.2557,34.8559)
(-6.0924,-5.2369)
(1.0531,17.8600)
(1.7470,12.3998)
(5.9594,39.7853)
(9.2306,42.9705)
(7.5989,31.7908)
(-5.2461,-6.5571)
(-8.2219,3.0691)
(1.6596,13.6105)
(-9.0396,11.5541)
(-9.1006,-5.0072)
(-4.5053,4.3862)
(-3.6224,-10.0064)
(-4.5417,-11.3425)
(6.1858,39.8253)
(-6.0870,0.8211)
(2.1146,7.0451)
(-3.4190,5.5168)
(5.9013,33.7041)
(-2.2419,-10.1164)
(2.7010,15.7073)
(5.4648,42.3752)
(-3.1850,10.9936)
(-9.8825,-0.9119)
(8.9886,40.1142)
(9.5463,39.0325)
(4.5813,20.5206)
(-2.1315,-14.9194)
(-8.2366,4.8990)
(-8.4467,-11.8796)
(0.5378,8.3218)
(5.5035,24.3916)
(2.7546,4.8094)
(-4.3169,-9.7542)
(-4.4443,-1.8623)
(-5.1372,-12.7498)
(2.6212,7.5279)
(-3.2009,-1.0008)
(-5.4872,-11.6138)
(-5.8946,-4.6798)
(9.0168,52.5119)
(-4.7668,-19.7148)
(-9.6875,-1.6595)
(-0.3066,4.8262)
(-4.0304,-1.7692)
(8.8349,49.8027)
(1.4341,11.5536)
(-9.8045,3.5920)
(9.3645,51.6165)
(1.4966,2.0511)
(-2.2362,-9.4769)
(9.2844,50.8411)
(-1.2532,12.5305)
(-6.5534,-5.7110)
(-9.3878,-8.2374)
(7.5753,50.2261)
(7.7375,11.4329)
(-5.2792,14.9488)
(4.6266,4.0753)
(-7.4328,7.3575)
(1.8334,7.1282)
(-9.0323,-7.2662)
(5.3529,33.8903)
(-3.3092,-0.8593)
(-9.8092,-11.7131)
(3.7228,22.1433)
(7.6026,30.1624)
(4.0219,28.6384)
(2.3896,16.7980)
(6.2469,25.1993)
(-9.1565,2.7736)
(5.9819,36.6268)
(-6.9057,-23.9874)
(-9.0754,-7.5873)
(6.0450,26.7157)
(6.3993,34.1695)
(0.2903,17.6717)
(4.0087,22.8228)
(7.8375,34.0889)
(-6.7897,-20.5802)
(7.7263,40.8629)
(2.7763,10.8667)
(7.4584,37.0851)
(-3.9567,-4.4106)
(-8.1486,-13.7872)
(4.1958,15.3668)
(-1.0096,2.5336)
(0.5617,-10.5774)
(4.9648,30.0401)
(8.0567,45.6270)
(-1.9127,-2.5172)
(-2.3281,-9.0198)
(-3.7477,4.2420)
(9.8667,50.3440)
(-3.0409,-11.8539)
(5.5581,21.2055)
(9.5596,62.2227)
(-5.2739,-6.0689)
(-4.4238,-9.1182)
(-0.7745,-1.4489)
(-7.8982,-14.3192)
(-9.7404,-0.0774)
(-9.8457,-7.8869)
(6.6515,35.9947)
(-8.2939,-4.4341)
(7.5812,39.6100)
(4.7206,19.8161)
(-4.2773,1.5277)
(1.5028,14.0732)
(-0.6391,32.2113)
(-9.5679,2.3580)
(1.7376,11.7942)
(4.8981,38.6480)
(6.3942,22.3288)
(4.2021,9.1919)
(-0.1085,-9.8945)
(8.8031,52.7964)
(0.1893,-4.6977)
(1.2540,18.2932)
(4.0111,1.6635)
(-5.0842,-16.5305)
(3.1568,9.3685)
(-4.4005,2.2067)
(-6.1525,-4.1184)
(-0.9387,-1.7369)
(-5.6687,-2.1351)
(-5.0953,-6.7039)
(-2.5226,-10.2422)
(9.0746,45.6582)
(-1.2437,6.6541)
(-2.8808,-11.1926)
(7.3914,46.3733)
