(2.4967,1.8617,0.0)
(2.6477,3.5230,0.0)
(1.7658,1.7659,0.0)
(3.5792,2.7674,0.0)
(1.5305,2.5426,0.0)
(1.5366,1.5343,0.0)
(2.2420,0.0867,0.0)
(0.2751,1.4377,0.0)
(0.9872,2.3142,0.0)
(1.0920,0.5877,0.0)
(3.4656,1.7742,0.0)
(2.0675,0.5753,0.0)
(1.4556,2.1109,0.0)
(0.8490,2.3757,0.0)
(1.3994,1.7083,0.0)
(1.3983,3.8523,0.0)
(1.9865,0.9423,0.0)
(2.8225,0.7792,0.0)
(2.2089,0.0403,0.0)
(0.6718,2.1969,0.0)
(2.7385,2.1714,0.0)
(1.8844,1.6989,0.0)
(0.5215,1.2802,0.0)
(1.5394,3.0571,0.0)
(2.3436,0.2370,0.0)
(2.3241,1.6149,0.0)
(1.3231,2.6117,0.0)
(3.0310,2.9313,0.0)
(1.1608,1.6908,0.0)
(2.3313,2.9755,0.0)
(1.5208,1.8143,0.0)
(0.8937,0.8038,0.0)
(2.8125,3.3562,0.0)
(1.9280,3.0035,0.0)
(2.3616,1.3549,0.0)
(2.3614,3.5380,0.0)
(1.9642,3.5646,0.0)
(0.0000,2.8219,0.0)
(2.0870,1.7010,0.0)
(2.0918,0.0124,0.0)
(1.7803,2.3571,0.0)
(3.4779,1.4817,0.0)
(1.1915,1.4982,0.0)
(2.9154,2.3288,0.0)
(1.4702,2.5133,0.0)
(2.0971,2.9686,0.0)
(1.2979,1.6723,0.0)
(1.6079,0.5365,0.0)
(2.2961,2.2611,0.0)
(2.0051,1.7654,0.0)
(0.5846,1.5794,0.0)
(1.6573,1.1977,0.0)
(1.8387,2.4041,0.0)
(3.8862,2.1746,0.0)
(2.2576,1.9256,0.0)
(0.0812,1.9735,0.0)
(2.0602,4.4632,0.0)
(1.8076,2.3015,0.0)
(1.9653,0.8313,0.0)
(3.1428,2.7519,0.0)
(2.7910,1.0906,0.0)
(3.4028,0.5981,0.0)
(2.5869,4.1905,0.0)
(1.0095,1.4337,0.0)
(2.0997,1.4965,0.0)
(0.4493,2.0686,0.0)
(0.9377,2.4736,0.0)
(1.0806,3.5499,0.0)
(1.2167,1.6779,0.0)
(2.8135,0.7691,0.0)
(2.2275,3.3071,0.0)
(0.3925,2.1846,0.0)
(2.2599,2.7818,0.0)
(0.7630,0.6795,0.0)
(2.5219,2.2970,0.0)
(7.2505,7.3464,1.0)
(6.3200,7.2323,1.0)
(7.2931,6.2856,1.0)
(8.8658,7.4738,1.0)
(5.8087,7.6566,1.0)
(6.0253,7.7871,1.0)
(8.1586,6.1793,1.0)
(7.9634,7.4128,1.0)
(7.8221,8.8968,1.0)
(6.7546,6.2463,1.0)
(6.1105,6.1842,1.0)
(6.9229,7.3412,1.0)
(7.2767,7.8272,1.0)
(7.0130,8.4535,1.0)
(6.7353,9.7202,1.0)
(7.6257,6.1428,1.0)
(5.9291,7.4825,1.0)
(6.7765,7.7140,1.0)
(7.4732,6.9272,1.0)
(6.1532,5.4852,1.0)
(6.5535,7.8564,1.0)
(7.2141,5.7543,1.0)
(7.1732,7.3853,1.0)
(6.1161,7.1537,1.0)
(7.0582,5.8570,1.0)
(7.3578,7.5608,1.0)
(8.0831,8.0538,1.0)
(5.6223,6.0622,1.0)
(7.5150,7.5138,1.0)
(7.5150,10.8527,1.0)
(7.5709,8.1356,1.0)
(7.9540,7.6514,1.0)
(6.6847,7.7590,1.0)
(6.2272,6.7632,1.0)
(6.5146,7.0819,1.0)
(9.3147,5.1327,1.0)
(7.6863,5.3873,1.0)
(6.5281,8.0890,1.0)
(7.0643,5.9223,1.0)
(6.2847,7.6796,1.0)
(6.2696,7.2165,1.0)
(7.0456,6.3484,1.0)
(9.1439,7.6339,1.0)
(4.9749,7.1865,1.0)
(6.3382,7.8524,1.0)
(6.2075,6.8853,1.0)
(7.5050,7.8658,1.0)
(5.7997,6.6655,1.0)
(6.5251,6.3467,1.0)
(8.7655,7.4050,1.0)
(5.7391,7.9179,1.0)
(9.1222,8.0325,1.0)
(5.4806,6.5158,1.0)
(8.2669,6.2923,1.0)
(7.4438,7.7746,1.0)
(6.0731,6.9405,1.0)
(3.7587,5.9756,1.0)
(6.7474,5.7522,1.0)
(8.6324,5.5699,1.0)
(6.5600,7.1307,1.0)
(8.4413,5.5641,1.0)
(8.1632,7.0102,1.0)
(6.0185,7.4621,1.0)
(7.1991,6.3998,1.0)
(7.0698,6.6147,1.0)
(7.1135,7.6621,1.0)
(8.5860,5.7622,1.0)
(9.1330,5.0479,1.0)
(6.8482,7.5883,1.0)
(7.2810,6.3773,1.0)
(6.7919,6.5070,1.0)
(6.4106,7.8496,1.0)
(7.3570,6.3071,1.0)
(7.8996,7.3073,1.0)
(7.8129,7.6296,1.0)
